Tabela 2 - Gorduras e açúcar na composição de alimentos por 100 gramas de parte comestível,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,(continuação)
Código e descrição do alimento ,,Código e descrição da preparação,,"Coles-
terol
(mg)","AG
Satura-
dos
(g)","AG
Mono 
(g)","AG
Poli 
(g)","AG
Lino-
léico 
(g)","AG
Linolê-
nico 
(g)","AG
Trans
total
(g)","Açúcar
total
(g)","Açúcar
de
adição
(g)"
Cereais e leguminosas,,,,,,,,,,,,
7101011,Vazio (carne bovina),2,Cozido(a),"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7101011,Vazio (carne bovina),3,Grelhado(a)/brasa/churrasco,"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7101011,Vazio (carne bovina),5,Frito(a),"58,00","3,82","4,50","1,83","1,54","0,26","0,42",-,-
7101101,Peito bovino,2,Cozido(a),"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7101101,Peito bovino,5,Frito(a),"58,00","3,82","4,50","1,83","1,54","0,26","0,42",-,-
7101202,Fraldinha (capa de filé),2,Cozido(a),"90,00","1,72","2,00","0,22","0,17","0,02","0,23",-,-
7101202,Fraldinha (capa de filé),3,Grelhado(a)/brasa/churrasco,"90,00","1,72","2,00","0,22","0,17","0,02","0,23",-,-
7101202,Fraldinha (capa de filé),4,Assado(a),"90,00","1,72","2,00","0,22","0,17","0,02","0,23",-,-
7101202,Fraldinha (capa de filé),5,Frito(a),"90,00","2,12","2,58","1,70","1,48","0,19","0,24",-,-
7101203,Aba de filé ,1,Cru(a),"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7101203,Aba de filé ,3,Grelhado(a)/brasa/churrasco,"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7101203,Aba de filé ,5,Frito(a),"75,00","6,14","7,59","2,09","1,72","0,34","0,69",-,-
7101301,Costela bovina,2,Cozido(a),"84,00","12,01","12,80","1,05","0,70","0,33","1,35",-,-
7101301,Costela bovina,4,Assado(a),"84,00","12,01","12,80","1,05","0,70","0,33","1,35",-,-
7101301,Costela bovina,7,Refogado(a),"84,00","12,01","12,80","1,05","0,70","0,33","1,35",-,-
7101301,Costela bovina,13,Ensopado,"84,00","12,01","12,80","1,05","0,70","0,33","1,35",-,-
7101704,Jacaré (carne bovina de segunda c/ osso),2,Cozido(a),"84,00","12,01","12,80","1,05","0,70","0,33","1,35",-,-
7101704,Jacaré (carne bovina de segunda c/ osso),4,Assado(a),"84,00","12,01","12,80","1,05","0,70","0,33","1,35",-,-
7101704,Jacaré (carne bovina de segunda c/ osso),5,Frito(a),"84,00","12,01","12,80","1,05","0,70","0,33","1,35",-,-
7101706,Filé de segunda,3,Grelhado(a)/brasa/churrasco,"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7101706,Filé de segunda,4,Assado(a),"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7101706,Filé de segunda,5,Frito(a),"75,00","6,14","7,59","2,09","1,72","0,34","0,69",-,-
7101706,Filé de segunda,6,Empanado(a)/à milanesa,"75,00","6,15","7,59","2,11","1,74","0,34","0,69","0,01",-
7101706,Filé de segunda,10,Ao alho e óleo,"75,00","6,14","7,59","2,09","1,72","0,34","0,69",-,-
7101801,Víscera bovina ,2,Cozido(a),"396,00","1,70","0,65","0,64",-,-,"0,21",-,-
7101801,Víscera bovina ,5,Frito(a),"396,00","2,10","1,23","2,12","1,31","0,17","0,22",-,-
7101806,Panelada (vísceras bovinas não especificadas),2,Cozido(a),"265,68","0,90","0,63","0,86","0,35","0,01","0,05","1,95",-
7101806,Panelada (vísceras bovinas não especificadas),13,Ensopado,"265,68","0,90","0,63","0,86","0,35","0,01","0,05","1,95",-
7101901,Coração bovino,2,Cozido(a),"212,00","1,40","1,01","0,99","0,74","0,02","0,16",-,-
7101901,Coração bovino,3,Grelhado(a)/brasa/churrasco,"212,00","1,40","1,01","0,99","0,74","0,02","0,16",-,-
7101901,Coração bovino,4,Assado(a),"212,00","1,40","1,01","0,99","0,74","0,02","0,16",-,-
7101901,Coração bovino,5,Frito(a),"212,00","1,81","1,60","2,47","2,04","0,19","0,17",-,-
7102001,Rim de boi ,2,Cozido(a),"716,00","1,07","0,71","0,83","0,46","0,02","0,20",-,-
7102102,Bofe bovino,4,Assado(a),"716,00","1,07","0,71","0,83","0,46","0,02","0,20",-,-
7102102,Bofe bovino,5,Frito(a),"716,00","1,47","1,30","2,31","1,77","0,19","0,21",-,-
7102102,Bofe bovino,7,Refogado(a),"716,00","1,47","1,30","2,31","1,77","0,19","0,21",-,-
7102201,Miolo de boi,2,Cozido(a),"3100,00","2,39","1,88","1,63","0,04",-,"0,51",-,-
7102401,Tripa bovina,2,Cozido(a),"157,00","1,36","1,60","0,21","0,14","0,01","0,20",-,-
7102401,Tripa bovina,3,Grelhado(a)/brasa/churrasco,"157,00","1,36","1,60","0,21","0,14","0,01","0,20",-,-
7102401,Tripa bovina,4,Assado(a),"157,00","1,36","1,60","0,21","0,14","0,01","0,20",-,-
7102401,Tripa bovina,5,Frito(a),"157,00","1,76","2,19","1,69","1,44","0,18","0,21",-,-
7102402,Dobradinha fresca,2,Cozido(a),"157,00","1,36","1,60","0,21","0,14","0,01","0,20",-,-
7102402,Dobradinha fresca,4,Assado(a),"157,00","1,36","1,60","0,21","0,14","0,01","0,20",-,-
7102402,Dobradinha fresca,8,Molho vermelho,"125,60","1,09","1,29","0,18","0,12","0,01","0,16","0,85",-
7102402,Dobradinha fresca,13,Ensopado,"157,00","1,76","2,19","1,69","1,44","0,18","0,21",-,-
7102402,Dobradinha fresca,99,Não se aplica,"157,00","1,36","1,60","0,21","0,14","0,01","0,20",-,-
7102403,Fato bovino,2,Cozido(a),"157,00","1,36","1,60","0,21","0,14","0,01","0,20",-,-
7102403,Fato bovino,5,Frito(a),"157,00","1,76","2,19","1,69","1,44","0,18","0,21",-,-
7102404,Fato caprino,2,Cozido(a),"157,00","1,36","1,60","0,21","0,14","0,01","0,20",-,-
7102501,Fígado bovino,1,Cru(a),"396,00","1,70","0,65","0,64",-,-,"0,21",-,-
7102501,Fígado bovino,2,Cozido(a),"396,00","1,70","0,65","0,64",-,-,"0,21",-,-
7102501,Fígado bovino,3,Grelhado(a)/brasa/churrasco,"396,00","1,70","0,65","0,64",-,-,"0,21",-,-
7102501,Fígado bovino,4,Assado(a),"396,00","1,70","0,65","0,64",-,-,"0,21",-,-
7102501,Fígado bovino,5,Frito(a),"396,00","2,10","1,23","2,12","1,31","0,17","0,22",-,-
7102501,Fígado bovino,6,Empanado(a)/à milanesa,"396,00","2,10","1,24","2,14","1,32","0,18","0,22","0,01",-
7102501,Fígado bovino,7,Refogado(a),"396,00","2,10","1,23","2,12","1,31","0,17","0,22",-,-
7102501,Fígado bovino,8,Molho vermelho,"316,80","1,36","0,52","0,53","0,01","0,00","0,17","0,85",-
7102501,Fígado bovino,10,Ao alho e óleo,"396,00","2,10","1,23","2,12","1,31","0,17","0,22",-,-
7102501,Fígado bovino,13,Ensopado,"396,00","2,10","1,23","2,12","1,31","0,17","0,22",-,-
7102601,Cupim,3,Grelhado(a)/brasa/churrasco,"90,80","5,50","5,40","0,20","0,16","0,03",-,-,-
7102601,Cupim,4,Assado(a),"90,80","5,50","5,40","0,20","0,16","0,03",-,-,-
7102601,Cupim,5,Frito(a),"85,35","6,10","6,44","3,64","3,19","0,43","0,03",-,-
7102701,Língua bovina,2,Cozido(a),"132,00","8,13","10,10","0,75","0,53","0,09","0,84",-,-
7102701,Língua bovina,3,Grelhado(a)/brasa/churrasco,"132,00","8,13","10,10","0,75","0,53","0,09","0,84",-,-
7102701,Língua bovina,4,Assado(a),"132,00","8,13","10,10","0,75","0,53","0,09","0,84",-,-
7102701,Língua bovina,5,Frito(a),"132,00","8,53","10,69","2,23","1,83","0,27","0,85",-,-
7102701,Língua bovina,8,Molho vermelho,"105,60","6,51","8,09","0,61","0,44","0,07","0,67","0,85",-
7102701,Língua bovina,13,Ensopado,"132,00","8,53","10,69","2,23","1,83","0,27","0,85",-,-
7102801,Rabada de boi,99,Não se aplica,"84,00","12,01","12,80","1,05","0,70","0,33","1,35",-,-
7103101,Mocotó bovino,2,Cozido(a),"83,00","3,54","4,49","0,85","0,73","0,02","0,03",-,-
7103101,Mocotó bovino,13,Ensopado,"83,00","3,54","4,49","0,85","0,73","0,02","0,03",-,-
7103101,Mocotó bovino,15,Sopa,"7,86","0,68","0,79","0,09","0,07","0,02","0,08","0,24",-
7103101,Mocotó bovino,99,Não se aplica,"83,00","3,54","4,49","0,85","0,73","0,02","0,03",-,-
7103104,Braço bovino,5,Frito(a),"90,00","2,12","2,58","1,70","1,48","0,19","0,24",-,-
7103105,Mão bovina,2,Cozido(a),"83,00","3,54","4,49","0,85","0,73","0,02","0,03",-,-
7103301,Carré ,2,Cozido(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103301,Carré ,3,Grelhado(a)/brasa/churrasco,"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103301,Carré ,4,Assado(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103301,Carré ,5,Frito(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103305,Bisteca suína,2,Cozido(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103305,Bisteca suína,3,Grelhado(a)/brasa/churrasco,"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103305,Bisteca suína,4,Assado(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103305,Bisteca suína,5,Frito(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103305,Bisteca suína,6,Empanado(a)/à milanesa,"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103305,Bisteca suína,7,Refogado(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103305,Bisteca suína,99,Não se aplica,"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103401,Pernil suíno,2,Cozido(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7103401,Pernil suíno,4,Assado(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7103401,Pernil suíno,5,Frito(a),"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7103401,Pernil suíno,7,Refogado(a),"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7103403,Quarto suíno,2,Cozido(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7103501,Costela suína,1,Cru(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103501,Costela suína,2,Cozido(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103501,Costela suína,3,Grelhado(a)/brasa/churrasco,"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103501,Costela suína,4,Assado(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103501,Costela suína,5,Frito(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103501,Costela suína,7,Refogado(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103501,Costela suína,8,Molho vermelho,"96,80","8,90","10,79","2,20","2,02","0,09","0,07","0,85",-
7103501,Costela suína,13,Ensopado,"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103501,Costela suína,99,Não se aplica,"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7103701,Lombo suíno,2,Cozido(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7103701,Lombo suíno,3,Grelhado(a)/brasa/churrasco,"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7103701,Lombo suíno,4,Assado(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7103701,Lombo suíno,5,Frito(a),"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7103801,Toucinho,99,Não se aplica,"110,00","13,74","18,52","4,55","4,00","0,20","0,31","0,59","1,43"
7103903,Míudo suíno,2,Cozido(a),"355,00","1,41","0,63","1,05","0,42","0,04",-,-,-
7103906,Arrasto suíno,99,Não se aplica,"265,68","0,90","0,63","0,86","0,35","0,01","0,05","1,95",-
7103907,Sarapatel suíno fresco,99,Não se aplica,"265,68","0,90","0,63","0,86","0,35","0,01","0,05","1,95",-
7104101,Carne suína,1,Cru(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7104101,Carne suína,2,Cozido(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7104101,Carne suína,3,Grelhado(a)/brasa/churrasco,"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7104101,Carne suína,4,Assado(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7104101,Carne suína,5,Frito(a),"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7104101,Carne suína,6,Empanado(a)/à milanesa,"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7104101,Carne suína,7,Refogado(a),"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7104101,Carne suína,8,Molho vermelho,"73,60","5,89","7,22","1,53","1,38","0,05","0,03","0,85",-
7104101,Carne suína,10,Ao alho e óleo,"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7104101,Carne suína,13,Ensopado,"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7104101,Carne suína,99,Não se aplica,"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7104301,Carne moída ,1,Cru(a),"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
7104301,Carne moída,2,Cozido(a),"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
7104301,Carne moída,4,Assado(a),"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
7104301,Carne moída,5,Frito(a),"86,00","4,78","5,26","1,88","1,60","0,23","0,71",-,-
7104301,Carne moída,6,Empanado(a)/à milanesa,"86,00","4,78","5,26","1,88","1,60","0,23","0,71",-,-
7104301,Carne moída,7,Refogado(a),"86,00","4,78","5,26","1,88","1,60","0,23","0,71",-,-
7104301,Carne moída,8,Molho vermelho,"68,80","3,51","3,75","0,33","0,25","0,04","0,55","0,85",-
7104301,Carne moída,9,Molho branco,"75,63","5,04","4,38","0,43","0,33","0,06","0,65","1,03",-
7104301,Carne moída,10,Ao alho e óleo,"86,00","4,78","5,26","1,88","1,60","0,23","0,71",-,-
7104301,Carne moída,13,Ensopado,"86,00","4,78","5,26","1,88","1,60","0,23","0,71",-,-
7104301,Carne moída,15,Sopa,"7,86","0,68","0,79","0,09","0,07","0,02","0,08","0,24",-
7104301,Carne moída,99,Não se aplica,"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
7104302,Guisado ,99,Não se aplica,"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7104501,Tripa suína,3,Grelhado(a)/brasa/churrasco,"277,00","9,52","7,07","1,22","0,98","0,03",-,-,-
7104501,Tripa suína,5,Frito(a),"277,00","9,92","7,66","2,70","2,29","0,21","0,01",-,-
7104601,Figado suíno,2,Cozido(a),"355,00","1,41","0,63","1,05","0,42","0,04",-,-,-
7104601,Figado suíno,4,Assado(a),"355,00","1,41","0,63","1,05","0,42","0,04",-,-,-
7104601,Figado suíno,5,Frito(a),"355,00","1,81","1,21","2,53","1,73","0,21","0,01",-,-
7104701,Língua suína,2,Cozido(a),"146,00","6,45","8,76","1,93","1,84","0,09",-,-,-
7104701,Língua suína,3,Grelhado(a)/brasa/churrasco,"146,00","6,45","8,76","1,93","1,84","0,09",-,-,-
7104701,Língua suína,4,Assado(a),"146,00","6,45","8,76","1,93","1,84","0,09",-,-,-
7104701,Língua suína,5,Frito(a),"146,00","6,85","9,34","3,41","3,15","0,26","0,01",-,-
7104701,Língua suína,7,Refogado(a),"146,00","6,85","9,34","3,41","3,15","0,26","0,01",-,-
7105001,Orelha suína fresca,2,Cozido(a),"83,00","3,54","4,49","0,85","0,73","0,02","0,03",-,-
7105103,Sarrabulho,99,Não se aplica,"265,68","0,90","0,63","0,86","0,35","0,01","0,05","1,95",-
7105203,Mocotó suíno,2,Cozido(a),"83,00","3,54","4,49","0,85","0,73","0,02","0,03",-,-
7105401,Carne de cabrito ,2,Cozido(a),"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105401,Carne de cabrito ,3,Grelhado(a)/brasa/churrasco,"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105401,Carne de cabrito ,4,Assado(a),"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105402,Carne de bode,2,Cozido(a),"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105402,Carne de bode ,3,Grelhado(a)/brasa/churrasco,"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105402,Carne de bode ,4,Assado(a),"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105402,Carne de bode ,5,Frito(a),"75,00","1,33","1,94","1,71","1,44","0,19","0,10",-,-
7105403,Carne caprina,2,Cozido(a),"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105403,Carne caprina,4,Assado(a),"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105403,Carne caprina,5,Frito(a),"75,00","1,33","1,94","1,71","1,44","0,19","0,10",-,-
7105403,Carne caprina,13,Ensopado,"75,00","1,33","1,94","1,71","1,44","0,19","0,10",-,-
7105405,Carne de caprino,1,Cru(a),"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105405,Carne de caprino,2,Cozido(a),"75,00","0,93","1,36","0,23","0,13","0,02","0,09",-,-
7105405,Carne de caprino,5,Frito(a),"75,00","1,33","1,94","1,71","1,44","0,19","0,10",-,-
7105601,Carne de carneiro,2,Cozido(a),"92,00","3,28","4,02","0,60","0,49","0,05","0,40",-,-
7105601,Carne de carneiro,3,Grelhado(a)/brasa/churrasco,"92,00","3,28","4,02","0,60","0,49","0,05","0,40",-,-
7105601,Carne de carneiro,4,Assado(a),"92,00","3,28","4,02","0,60","0,49","0,05","0,40",-,-
7105601,Carne de carneiro,5,Frito(a),"92,00","4,16","5,30","3,84","3,35","0,43","0,43",-,-
7105601,Carne de carneiro,13,Ensopado,"92,00","4,16","5,30","3,84","3,35","0,43","0,43",-,-
7105602,Carne de ovelha,2,Cozido(a),"92,00","3,28","4,02","0,60","0,49","0,05","0,40",-,-
7105602,Carne de ovelha,3,Grelhado(a)/brasa/churrasco,"92,00","3,28","4,02","0,60","0,49","0,05","0,40",-,-
7105602,Carne de ovelha,4,Assado(a),"92,00","3,28","4,02","0,60","0,49","0,05","0,40",-,-
7105602,Carne de ovelha,5,Frito(a),"92,00","4,16","5,30","3,84","3,35","0,43","0,43",-,-
7105801,Mocotó de caprino,2,Cozido(a),"83,00","3,54","4,49","0,85","0,73","0,02","0,03",-,-
7106301,Pernil ,2,Cozido(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7106301,Pernil ,3,Grelhado(a)/brasa/churrasco,"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7106301,Pernil ,4,Assado(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7106301,Pernil ,5,Frito(a),"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7106401,Lagarto bovino ,2,Cozido(a),"90,00","1,72","2,00","0,22","0,17","0,02","0,23",-,-
7106401,Lagarto bovino ,4,Assado(a),"90,00","1,72","2,00","0,22","0,17","0,02","0,23",-,-
7106401,Lagarto bovino ,5,Frito(a),"90,00","2,60","3,28","3,46","3,03","0,40","0,26",-,-
7106401,Lagarto bovino ,7,Refogado(a),"90,00","2,60","3,28","3,46","3,03","0,40","0,26",-,-
7106401,Lagarto bovino ,8,Molho vermelho,"72,00","1,38","1,61","0,19","0,15","0,02","0,18","0,85",-
7106501,Alcatra suína,2,Cozido(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7106501,Alcatra suína,4,Assado(a),"92,00","7,36","9,02","1,89","1,71","0,06","0,04",-,-
7106501,Alcatra suína ,5,Frito(a),"92,00","8,24","10,30","5,13","4,57","0,44","0,07",-,-
7107102,Brachola,99,Não se aplica,"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107103,Bife role cru,99,Não se aplica,"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107204,Buchada de bode,99,Não se aplica,"144,00","2,50","1,20","0,10","0,07","0,01",-,-,-
7107501,Suã suína,2,Cozido(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7107501,Suã suína,5,Frito(a),"121,00","11,12","13,48","2,73","2,51","0,11","0,08",-,-
7107601,Carne de outros animais,1,Cru(a),"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7107601,Carne de outros animais,2,Cozido(a),"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7107601,Carne de outros animais,3,Grelhado(a)/brasa/churrasco,"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7107601,Carne de outros animais,4,Assado(a),"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7107601,Carne de outros animais,5,Frito(a),"75,00","6,14","7,59","2,09","1,72","0,34","0,69",-,-
7107601,Carne de outros animais,7,Refogado(a),"75,00","6,14","7,59","2,09","1,72","0,34","0,69",-,-
7107601,Carne de outros animais,8,Molho vermelho,"60,00","4,60","5,61","0,51","0,35","0,13","0,54","0,85",-
7107601,Carne de outros animais,13,Ensopado,"75,00","6,14","7,59","2,09","1,72","0,34","0,69",-,-
7107601,Carne de outros animais,99,Não se aplica,"75,00","5,74","7,00","0,61","0,42","0,16","0,68",-,-
7107603,Carne da paca,2,Cozido(a),"117,00","2,07","1,89","1,35","1,07","0,28",-,-,-
7107603,Carne da paca,4,Assado(a),"117,00","2,07","1,89","1,35","1,07","0,28",-,-,-
7107603,Carne da paca,5,Frito(a),"117,00","2,47","2,47","2,83","2,38","0,45","0,01",-,-
7107611,Carne de jacaré,2,Cozido(a),"91,10","0,39","0,48","0,36","0,19","0,06","0,01",-,-
7107611,Carne de jacaré,5,Frito(a),"91,10","0,79","1,06","1,84","1,50","0,23","0,02",-,-
7107615,Carne de capivara,2,Cozido(a),"117,00","2,07","1,89","1,35","1,07","0,28",-,-,-
7107615,Carne de capivara,4,Assado(a),"117,00","2,07","1,89","1,35","1,07","0,28",-,-,-
7107615,Carne de capivara,5,Frito(a),"117,00","2,47","2,47","2,83","2,38","0,45","0,01",-,-
7107617,Carne de cotia,2,Cozido(a),"117,00","2,07","1,89","1,35","1,07","0,28",-,-,-
7107617,Carne de cotia,4,Assado(a),"117,00","2,07","1,89","1,35","1,07","0,28",-,-,-
7107622,Carne de jabuti,2,Cozido(a),"68,00","0,36","0,28","0,65","0,01","0,02",-,-,-
7107801,Carne de primeira ,2,Cozido(a),"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107801,Carne de primeira ,3,Grelhado(a)/brasa/churrasco,"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107801,Carne de primeira ,4,Assado(a),"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107801,Carne de primeira ,5,Frito(a),"58,00","3,82","4,50","1,83","1,54","0,26","0,42",-,-
7107801,Carne de primeira ,6,Empanado(a)/à milanesa,"58,00","3,82","4,51","1,85","1,56","0,26","0,42","0,01",-
7107801,Carne de primeira ,7,Refogado(a),"58,00","3,82","4,50","1,83","1,54","0,26","0,42",-,-
7107801,Carne de primeira ,8,Molho vermelho,"46,40","2,74","3,14","0,29","0,20","0,07","0,33","0,85",-
7107801,Carne de primeira ,9,Molho branco,"53,23","4,26","3,77","0,39","0,28","0,09","0,42","1,03",-
7107801,Carne de primeira ,11,Com manteiga/óleo,"63,74","4,79","4,48","0,43","0,31","0,10","0,50","0,00",-
7107804,Chuleta,2,Cozido(a),"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107804,Chuleta,3,Grelhado(a)/brasa/churrasco,"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107804,Chuleta,4,Assado(a),"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107804,Chuleta,5,Frito(a),"58,00","3,82","4,50","1,83","1,54","0,26","0,42",-,-
7107805,Filé não especificado,1,Cru(a),"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107805,Filé não especificado,2,Cozido(a),"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107805,Filé não especificado,3,Grelhado(a)/brasa/churrasco,"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107805,Filé não especificado,4,Assado(a),"58,00","3,42","3,92","0,35","0,24","0,09","0,41",-,-
7107805,Filé não especificado,5,Frito(a),"58,00","3,82","4,50","1,83","1,54","0,26","0,42",-,-
7107805,Filé não especificado,6,Empanado(a)/à milanesa,"58,00","3,82","4,51","1,85","1,56","0,26","0,42","0,01",-
